doc_id,title,category,sub_category,source_name,source_url,language,license_or_usage_notes,created_at,updated_at,local_path,summary,tags
kb-0075,Basic Rules of Position Sizing,portfolio_management,basics,mixed (search),https://zerodha.com/varsity/chapter/position-sizing-active-traders-part-2/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:18:00Z,2025-12-17T16:18:00Z,data/kb/docs/kb-0075-position-sizing-basic-rules.md,Position sizing helps decide how much money to put into a trade based on total capital. It limits the risk on any single trade and supports better money management. Different techniques exist and traders should select ones that fit their style.,"portfolio_management,basics"
kb-0076,Dollar-Cost Averaging (DCA) Basics,portfolio_management,basics,mixed (search),https://www.investopedia.com/terms/d/dollarcostaveraging.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:18:12Z,2025-12-17T16:18:12Z,data/kb/docs/kb-0076-dollar-cost-averaging-dca-explained.md,"Dollar-cost averaging is an investing method where you put the same amount of money into an investment regularly, regardless of its price. This approach helps reduce the risk of investing a large sum at a wrong time and smooths out the effects of market ups and downs.","portfolio_management,basics"
kb-0077,Rupee-Cost Averaging Explained,portfolio_management,basics,mixed (search),,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:18:25Z,2025-12-17T16:18:25Z,data/kb/docs/kb-0077-rupee-cost-averaging-same-idea.md,"Rupee-cost averaging is an investment method where you invest a fixed amount regularly, regardless of market prices. This approach helps reduce the impact of market volatility by spreading out purchases over time.","portfolio_management,basics"
kb-0078,Framework for When to Sell an Investment,portfolio_management,basics,mixed (search),https://www.investopedia.com/articles/stocks/07/when_to_sell.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:18:37Z,2025-12-17T16:18:37Z,data/kb/docs/kb-0078-when-to-sell-an-investment-framework.md,"Deciding when to sell an investment depends on your financial goals, risk tolerance, and market conditions. Using structured strategies helps avoid emotional decisions and improve investment outcomes.","portfolio_management,basics"
kb-0079,Common Portfolio Mistakes: Chasing Returns and Panic Selling,portfolio_management,basics,mixed (search),https://www.investopedia.com/articles/stocks/07/beat_the_mistakes.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:18:50Z,2025-12-17T16:18:50Z,data/kb/docs/kb-0079-common-portfolio-mistakes-chasing-returns-panic-selling.md,"Many investors make the mistake of following recent high returns, which can lead to buying at high prices. Panic selling during market drops often causes unnecessary losses. Avoiding emotional decisions helps maintain long-term growth.","portfolio_management,basics"
kb-0080,Understanding CAGR (Compound Annual Growth Rate),return_and_risk_metrics,basics,mixed (search),https://www.investopedia.com/terms/c/cagr.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:19:02Z,2025-12-17T16:19:02Z,data/kb/docs/kb-0080-cagr-compound-annual-growth-rate.md,"CAGR shows the average yearly growth rate of an investment over a set time, assuming profits are reinvested. It smooths out fluctuations to give a clearer picture of performance over multiple years.","return_and_risk_metrics,basics"
kb-0081,Understanding XIRR for Irregular Cashflows in SIPs,return_and_risk_metrics,basics,mixed (search),https://www.investopedia.com/articles/investing/102715/calculating-internal-rate-return-using-excel.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:19:15Z,2025-12-17T16:19:15Z,data/kb/docs/kb-0081-xirr-for-sip-irregular-cashflows.md,XIRR calculates the annualized return for investments with uneven cash flows and dates. It's ideal for SIPs where contributions and withdrawals happen on different days. This helps track true investment performance considering time value of money.,"return_and_risk_metrics,basics"
kb-0082,Understanding Volatility (Standard Deviation),return_and_risk_metrics,basics,mixed (search),https://zerodha.com/varsity/chapter/volatility-calculation-historical/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:19:29Z,2025-12-17T16:19:29Z,data/kb/docs/kb-0082-volatility-standard-deviation.md,"Volatility measures how much a stock's price changes over time, showing its risk level. It is calculated using the standard deviation of returns, indicating the spread of price movements around the average.","return_and_risk_metrics,basics"
kb-0083,Understanding Beta: Market Sensitivity of Stocks,return_and_risk_metrics,basics,mixed (search),https://www.investopedia.com/terms/b/beta.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:19:42Z,2025-12-17T16:19:42Z,data/kb/docs/kb-0083-beta-market-sensitivity.md,"Beta shows how much a stock's price moves compared to the overall market. It helps investors understand the risk level of a stock relative to market changes. Stocks with beta above 1 are more volatile, while those below 1 are less volatile than the market.","return_and_risk_metrics,basics"
kb-0084,Sharpe Ratio: Measuring Risk-Adjusted Return,return_and_risk_metrics,basics,mixed (search),https://www.investopedia.com/terms/s/sharperatio.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:19:55Z,2025-12-17T16:19:55Z,data/kb/docs/kb-0084-sharpe-ratio-risk-adjusted-return.md,The Sharpe ratio helps measure how well an investment performs compared to its risk. It shows if the returns are due to smart choices or just taking on more risk.,"return_and_risk_metrics,basics"
kb-0085,Sortino Ratio: Measuring Downside Risk,return_and_risk_metrics,basics,mixed (search),https://zerodha.com/varsity/chapter/sortino-and-the-capture-ratios/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:20:08Z,2025-12-17T16:20:08Z,data/kb/docs/kb-0085-sortino-ratio-downside-risk.md,"The Sortino ratio evaluates investment returns by focusing only on the harmful volatility or downside risk, ignoring positive fluctuations. It improves on the Sharpe ratio by considering only negative returns in the risk calculation, giving a clearer picture of risk-adjusted performance.","return_and_risk_metrics,basics"
kb-0086,Maximum Drawdown Explained,return_and_risk_metrics,basics,mixed (search),https://www.investopedia.com/terms/m/maximum-drawdown-mdd.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:20:19Z,2025-12-17T16:20:19Z,data/kb/docs/kb-0086-maximum-drawdown-definition-example.md,Maximum drawdown (MDD) is the largest drop in an investment’s value from its highest point to the lowest before a new high. It shows the biggest loss an investor could have faced during a specific time period.,"return_and_risk_metrics,basics"
kb-0087,Alpha: Investment Performance Beyond Benchmark,return_and_risk_metrics,basics,mixed (search),https://www.investopedia.com/terms/a/alpha.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:20:32Z,2025-12-17T16:20:32Z,data/kb/docs/kb-0087-alpha-excess-return-vs-benchmark.md,"Alpha measures how much an investment outperforms or underperforms a benchmark after adjusting for risk. A positive alpha means the investment did better than the benchmark, showing the manager's added value. Negative alpha indicates it performed worse than the benchmark.","return_and_risk_metrics,basics"
kb-0088,Benchmarking Portfolio Performance,return_and_risk_metrics,basics,mixed (search),https://zerodha.com/varsity/chapter/mutual-benchmarking/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:20:43Z,2025-12-17T16:20:43Z,data/kb/docs/kb-0088-benchmarking-portfolio-performance.md,Benchmarking is comparing a portfolio's returns to a relevant market standard or index. It helps investors understand if their investments are performing well relative to similar investments or the overall market.,"return_and_risk_metrics,basics"
kb-0089,Why Rolling Returns Matter,return_and_risk_metrics,basics,mixed (search),https://zerodha.com/varsity/chapter/mutual-benchmarking/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:20:54Z,2025-12-17T16:20:54Z,data/kb/docs/kb-0089-rolling-returns-why-they-re-useful.md,Rolling returns help measure how consistent an investment’s performance is over different time periods. They smooth out short-term ups and downs to give a better idea of long-term trends. This makes it easier to compare funds or stocks fairly.,"return_and_risk_metrics,basics"
kb-0090,Why Goal-Based Investing Beats Picking Individual Stocks,goal_planning_and_retirement,basics,mixed (search),https://www.investopedia.com/articles/basics/11/how-to-pick-a-stock.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:21:07Z,2025-12-17T16:21:07Z,data/kb/docs/kb-0090-goal-based-investing-why-it-s-better-than-pick-stocks.md,Goal-based investing focuses on achieving specific financial objectives rather than just selecting stocks. It helps investors create a clear plan and manage risk better compared to trying to find winning stocks on their own.,"goal_planning_and_retirement,basics"
kb-0091,Estimating Your Retirement Corpus,goal_planning_and_retirement,basics,mixed (search),https://zerodha.com/varsity/chapter/the-retirement-problem-part-1/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:21:19Z,2025-12-17T16:21:19Z,data/kb/docs/kb-0091-retirement-corpus-basics-how-to-estimate.md,"A retirement corpus is the amount of money you need saved by retirement to maintain your lifestyle. Estimating it requires knowing your monthly expenses and expected retirement duration. Then, factor in investment growth and inflation to find the target corpus.","goal_planning_and_retirement,basics"
kb-0092,Calculating SIP for a Target Amount,goal_planning_and_retirement,basics,mixed (search),https://zerodha.com/varsity/chapter/personal-finance-math-part-1/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:21:31Z,2025-12-17T16:21:31Z,data/kb/docs/kb-0092-sip-required-for-a-target-amount-concept.md,"A Systematic Investment Plan (SIP) allows you to invest fixed amounts regularly to reach a financial goal. To plan SIPs effectively, you estimate how much to invest each period to hit your target sum considering expected returns and investment duration.","goal_planning_and_retirement,basics"
kb-0093,Step-up SIP: Increasing Your Investment Gradually,goal_planning_and_retirement,basics,mixed (search),https://zerodha.com/varsity/chapter/the-retirement-problem-part-2/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:21:46Z,2025-12-17T16:21:46Z,data/kb/docs/kb-0093-step-up-sip-increase-contribution-annually.md,Step-up SIP is a method where you increase your monthly investment amount each year. This helps your investment grow faster while matching your rising income and expenses. It’s a smart way to build a larger corpus over time.,"goal_planning_and_retirement,basics"
kb-0094,Inflation-Adjusted Goals and Future Value,goal_planning_and_retirement,basics,mixed (search),https://zerodha.com/varsity/chapter/the-retirement-problem-part-1/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:22:00Z,2025-12-17T16:22:00Z,data/kb/docs/kb-0094-inflation-adjusted-goals-future-value.md,"Inflation reduces the buying power of money over time, so setting financial targets requires adjusting for inflation. This helps ensure your future savings can meet your actual needs. Using future value calculations, you can estimate how much money you will need to maintain your lifestyle in the future.","goal_planning_and_retirement,basics"
kb-0095,Emergency Fund Size: The 3–6 Months Rule,goal_planning_and_retirement,basics,mixed (search),https://www.investopedia.com/terms/e/emergency_fund.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:22:13Z,2025-12-17T16:22:13Z,data/kb/docs/kb-0095-emergency-fund-sizing-3-6-months-rule.md,An emergency fund is money saved to cover unexpected costs like job loss or urgent bills. Experts commonly advise keeping 3 to 6 months of living expenses set aside for financial security. This fund should be quick to access and reserved only for real emergencies.,"goal_planning_and_retirement,basics"
kb-0096,Debt Payoff vs Investing: Which Comes First?,goal_planning_and_retirement,basics,mixed (search),https://www.investopedia.com/articles/pf/08/invest-reduce-debt.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:22:24Z,2025-12-17T16:22:24Z,data/kb/docs/kb-0096-debt-payoff-vs-investing-priority-order.md,"Deciding whether to pay off debt or invest depends on your interest rates and risk tolerance. Generally, paying off high-interest debt is better, but investing can be wiser if expected returns exceed debt costs.","goal_planning_and_retirement,basics"
kb-0097,Insurance vs Investment: Understanding Term Insurance,goal_planning_and_retirement,basics,mixed (search),https://zerodha.com/varsity/are-you-mixing-insurance-and-investments-heres-what-you-need-to-know/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:22:34Z,2025-12-17T16:22:34Z,data/kb/docs/kb-0097-insurance-vs-investment-term-insurance-concept.md,"Term insurance provides financial protection for a fixed period without any savings component. It pays a death benefit only if the insured dies during the term, unlike investment-linked insurance plans that combine coverage with savings.","goal_planning_and_retirement,basics"
kb-0098,Life-Stage Allocation (Age-Based Heuristics),goal_planning_and_retirement,basics,mixed (search),https://www.investopedia.com/terms/a/assetallocation.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:22:47Z,2025-12-17T16:22:47Z,data/kb/docs/kb-0098-life-stage-allocation-age-based-heuristics.md,"Life-stage allocation adjusts your investment mix based on your age to balance risk and reward. Younger investors typically hold more stocks for growth, while older investors shift toward safer assets like bonds and cash.","goal_planning_and_retirement,basics"
kb-0099,"Scenario Analysis Using Different Discount Rates (8%, 10%, 12%)",goal_planning_and_retirement,basics,mixed (search),https://www.investopedia.com/terms/s/sensitivityanalysis.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:23:00Z,2025-12-17T16:23:00Z,data/kb/docs/kb-0099-scenario-analysis-8-vs-10-vs-12.md,"Scenario analysis helps forecast outcomes by applying different discount rates, showing how project value or investment returns change. By comparing results at 8%, 10%, and 12%, you can understand the sensitivity of the investment to changes in the required rate of return.","goal_planning_and_retirement,basics"
kb-0100,Loss Aversion and Panic Selling,behavioral_finance,basics,mixed (search),https://zerodha.com/varsity/chapter/accurate-perceptions-of-loss-and-risk-aversion/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:23:12Z,2025-12-17T16:23:12Z,data/kb/docs/kb-0100-loss-aversion-and-panic-selling.md,"Loss aversion makes investors fear losing money more than they enjoy gaining it. This fear can trigger panic selling when prices drop, often leading to poor financial decisions. Preparing mentally for losses helps reduce emotional reactions and promotes better trading choices.","behavioral_finance,basics"
kb-0101,Recency Bias in Investing,behavioral_finance,basics,mixed (search),https://zerodha.com/varsity/chapter/trading-biases/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:23:28Z,2025-12-17T16:23:28Z,data/kb/docs/kb-0101-recency-bias-thinking-recent-trend-will-continue.md,Recency bias is when people believe recent trends or events will keep happening the same way. This often leads to poor financial decisions because investors overweight recent information and ignore long-term probabilities. Understanding this bias helps avoid mistakes like panic selling or buying into bubbles.,"behavioral_finance,basics"
kb-0102,Overconfidence and Overtrading in Investing,behavioral_finance,basics,mixed (search),https://zerodha.com/varsity/chapter/overconfidence-risk-and-rewards/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:23:41Z,2025-12-17T16:23:41Z,data/kb/docs/kb-0102-overconfidence-and-overtrading.md,"Overconfidence makes investors trade more often, believing they will keep winning, but this can lower their overall returns. Overtrading leads to higher costs and can hurt long-term account balances. A balanced confidence helps traders manage risks better.","behavioral_finance,basics"
kb-0103,Herd Mentality and FOMO in Investing,behavioral_finance,basics,mixed (search),https://www.investopedia.com/fomo-investing-protect-your-money-11757950,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:23:54Z,2025-12-17T16:23:54Z,data/kb/docs/kb-0103-herd-mentality-fomo.md,Herd mentality and FOMO (fear of missing out) cause investors to copy others and rush into popular investments without enough research. This behavior often leads to poor decisions and losses because people focus on short-term trends instead of long-term value.,"behavioral_finance,basics"
kb-0104,Anchoring Bias in Investing,behavioral_finance,basics,mixed (search),https://zerodha.com/varsity/chapter/tradingbiases-p2/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:24:07Z,2025-12-17T16:24:07Z,data/kb/docs/kb-0104-anchoring-bias-stuck-to-buy-price.md,"Anchoring bias happens when investors fixate on the original purchase price of a stock, affecting their decisions. This can lead to missed opportunities or holding losing investments in hope of a price rebound.","behavioral_finance,basics"
kb-0105,Confirmation Bias in Finance,behavioral_finance,basics,mixed (search),https://www.investopedia.com/terms/c/confirmation-bias.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:24:22Z,2025-12-17T16:24:22Z,data/kb/docs/kb-0105-confirmation-bias-only-reading-what-you-like.md,Confirmation bias means favoring information that matches your existing beliefs while ignoring opposing facts. It can lead investors to make poor decisions by overlooking important data. Recognizing this bias helps improve decision-making and avoid costly mistakes.,"behavioral_finance,basics"
kb-0106,Role of the Federal Reserve (Central Bank),market_and_macro_basics,basics,mixed (search),https://www.investopedia.com/terms/f/federalreservebank.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:24:37Z,2025-12-17T16:24:37Z,data/kb/docs/kb-0106-what-is-the-federal-reserve-central-bank-role-general.md,"The Federal Reserve is the central bank of the United States that helps keep the economy stable and safe. It manages the country's money supply, regulates banks, and provides financial services to other banks and the government.","market_and_macro_basics,basics"
kb-0107,How Interest Rates Affect Stocks and Bonds,market_and_macro_basics,basics,mixed (search),https://www.investopedia.com/articles/stocks/09/how-interest-rates-affect-markets.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:24:50Z,2025-12-17T16:24:50Z,data/kb/docs/kb-0107-how-interest-rates-affect-stocks-and-bonds.md,"Interest rates influence how expensive borrowing money is, affecting both stocks and bonds. Higher rates tend to lower stock prices and bond values, while lower rates usually boost them. These changes impact consumer spending, business profits, and investment decisions.","market_and_macro_basics,basics"
kb-0108,Understanding Recession and Market Reactions,market_and_macro_basics,basics,mixed (search),https://www.investopedia.com/insights/recession-what-does-it-mean-investors/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:25:02Z,2025-12-17T16:25:02Z,data/kb/docs/kb-0108-what-is-recession-and-how-markets-react.md,"A recession is a significant decline in economic activity lasting several months, often identified by two quarters of GDP shrinkage. During a recession, markets tend to fall due to lower earnings and uncertainty, while layoffs and reduced consumer spending deepen the downturn.","market_and_macro_basics,basics"
kb-0109,Understanding Currency Risk in International Investing,market_and_macro_basics,basics,mixed (search),https://www.investopedia.com/articles/forex/08/invest-forex.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:25:15Z,2025-12-17T16:25:15Z,data/kb/docs/kb-0109-currency-risk-investing-internationally.md,"Currency risk happens when exchange rates change, affecting the value of foreign investments. This risk can cause gains or losses beyond the performance of the investment itself.","market_and_macro_basics,basics"
kb-0110,Basics of Gold and Oil Commodity Drivers,market_and_macro_basics,basics,mixed (search),https://www.investopedia.com/articles/economics/08/determining-oil-prices.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:25:28Z,2025-12-17T16:25:28Z,data/kb/docs/kb-0110-commodities-basics-gold-oil-drivers.md,"Commodities like gold and oil are basic raw materials traded globally. Their prices mainly depend on supply and demand, influenced by economic factors and market behaviors.","market_and_macro_basics,basics"
kb-0111,How News Influences Markets: Signal vs Noise,market_and_macro_basics,basics,mixed (search),https://www.investopedia.com/the-express-podcast-episode-272-11864121,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:25:41Z,2025-12-17T16:25:41Z,data/kb/docs/kb-0111-how-news-impacts-markets-signal-vs-noise.md,"Market prices move based on new information, but not all news affects value equally. True signals reflect real economic changes, while noise consists of random or misleading short-term fluctuations.","market_and_macro_basics,basics"
